gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;3.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;42.0;25.0;9.0;7.0;32.0;0.0;0.0;0.0;2012;27.0;15.0;4.0;19.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;10.0;6.0;2.0;1.0;7.0;0.0;0.0;0.0;2012;1.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;2;BAC ES;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;9.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;2012;14.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;3.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;7.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;2012;8.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;4.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;10.0;0.0;6.0;2.0;2.0;0.0;1.0;1.0;2012;10.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;17.0;8.0;1.0;1.0;9.0;0.0;0.0;0.0;2012;17.0;4.0;2.0;6.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;22.0;5.0;3.0;3.0;8.0;1.0;0.0;1.0;2012;11.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;14.0;4.0;5.0;2.0;6.0;0.0;0.0;0.0;2012;18.0;2.0;4.0;6.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;1341.0;810.0;284.0;179.0;989.0;18.0;6.0;24.0;2012;868.0;422.0;142.0;564.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;1;BAC L;R1;En retard d'un an;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;91.0;29.0;24.0;10.0;39.0;8.0;0.0;8.0;2012;77.0;21.0;12.0;33.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;11.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2012;11.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;48.0;9.0;21.0;7.0;16.0;0.0;0.0;0.0;2012;43.0;2.0;9.0;11.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;10.0;0.0;6.0;3.0;3.0;0.0;0.0;0.0;2012;10.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;2;BAC ES;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;339.0;286.0;17.0;13.0;299.0;9.0;0.0;9.0;2012;368.0;271.0;34.0;305.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;24.0;15.0;4.0;3.0;18.0;1.0;0.0;1.0;2012;24.0;13.0;3.0;16.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;6.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;125.0;100.0;10.0;7.0;107.0;5.0;2.0;7.0;2012;94.0;39.0;12.0;51.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;3;BAC S;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;5.0;3.0;2.0;2.0;5.0;0.0;0.0;0.0;2012;5.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;12.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;18.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2012;31.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;8.0;1.0;3.0;2.0;3.0;2.0;0.0;2.0;2012;6.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;5.0;2.0;2.0;2.0;4.0;0.0;0.0;0.0;2012;11.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;4.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;4;BAC STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;3.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;2012;4.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;4.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;11;Mécanique, génie mécanique;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;11;Mécanique, génie mécanique;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;11;Mécanique, génie mécanique;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;5.0;0.0;3.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;13;Génie des procédés;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2012;4.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;7.0;2.0;2.0;1.0;3.0;1.0;0.0;1.0;2012;7.0;3.0;0.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;3.0;0.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;6.0;4.0;1.0;0.0;4.0;0.0;0.0;0.0;2012;5.0;3.0;0.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;2.0;2.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;10.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;24.0;8.0;9.0;4.0;12.0;1.0;0.0;1.0;2012;4.0;2.0;0.0;2.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;4.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;6;BAC professionnel;R4;Non pris en compte;1;Homme;Q;Inconnue;2014;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;10.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;2012;4.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;3;BAC S;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;5.0;2.0;1.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;24.0;13.0;7.0;6.0;19.0;2.0;0.0;2.0;2012;10.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;94.0;5.0;47.0;13.0;18.0;9.0;0.0;9.0;2012;46.0;7.0;2.0;9.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;6;BAC professionnel;R4;Non pris en compte;2;Femme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;10.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2012;5.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;3;BAC S;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;1.0;2.0;3.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;18.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;0.0;0.0
STAPS;STAPS;10;STAPS;10;STAPS;1;BAC L;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
STAPS;STAPS;10;STAPS;10;STAPS;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;882.0;325.0;352.0;170.0;495.0;12.0;7.0;19.0;2012;748.0;194.0;165.0;359.0
STAPS;STAPS;10;STAPS;10;STAPS;2;BAC ES;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;;;;;;;;;2012;2.0;2.0;0.0;2.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;1;BAC L;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;3.0;0.0;0.0;0.0
