gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;4.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;8.0;1.0;4.0;3.0;4.0;0.0;0.0;0.0;2012;3.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;15.0;3.0;8.0;3.0;6.0;1.0;0.0;1.0;2012;20.0;1.0;2.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;18.0;0.0;12.0;5.0;5.0;0.0;0.0;0.0;2012;6.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;29.0;1.0;17.0;8.0;9.0;2.0;0.0;2.0;2012;19.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;1269.0;572.0;509.0;322.0;894.0;19.0;7.0;26.0;2012;941.0;337.0;211.0;548.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1134.0;207.0;660.0;305.0;512.0;9.0;7.0;16.0;2012;1110.0;157.0;229.0;386.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;375.0;43.0;223.0;81.0;124.0;4.0;2.0;6.0;2012;387.0;26.0;72.0;98.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;6.0;0.0;2.0;2.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;81.0;11.0;43.0;18.0;29.0;0.0;0.0;0.0;2012;108.0;9.0;11.0;20.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;3;BAC S;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;4;BAC STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;5.0;1.0;3.0;2.0;3.0;1.0;0.0;1.0;2012;3.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;310.0;4.0;119.0;9.0;13.0;1.0;0.0;1.0;2012;238.0;1.0;10.0;11.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;14.0;12.0;1.0;1.0;13.0;0.0;0.0;0.0;2012;6.0;3.0;0.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;4.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;2;BAC ES;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;1;BAC L;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;6.0;3.0;0.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;14.0;6.0;6.0;4.0;10.0;0.0;1.0;1.0;2012;145.0;14.0;24.0;38.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;;;;;;;;;2012;4.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;6;BAC professionnel;R4;Non pris en compte;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;1;BAC L;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;41.0;37.0;2.0;2.0;39.0;0.0;0.0;0.0;2012;52.0;37.0;2.0;39.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;34.0;9.0;18.0;13.0;22.0;1.0;0.0;1.0;2012;38.0;3.0;6.0;9.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;8.0;4.0;3.0;0.0;4.0;0.0;0.0;0.0;2012;16.0;4.0;1.0;5.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;3.0;1.0;1.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;11.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0;2012;9.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;11.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2012;24.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;6;BAC professionnel;R4;Non pris en compte;2;Femme;B;Bien;2014;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;13.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2012;20.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;21.0;10.0;6.0;5.0;15.0;0.0;0.0;0.0;2012;16.0;9.0;3.0;12.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;2.0;2.0;0.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;2.0;2.0;0.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;15.0;2.0;9.0;1.0;3.0;0.0;0.0;0.0;2012;8.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;1;BAC L;R1;En retard d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;2012;4.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;80.0;37.0;25.0;16.0;53.0;1.0;1.0;2.0;2012;98.0;48.0;15.0;63.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;;;;
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;4;BAC STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;13.0;10.0;3.0;3.0;13.0;0.0;0.0;0.0;2012;5.0;4.0;0.0;4.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;6.0;2.0;3.0;1.0;3.0;0.0;0.0;0.0;2012;9.0;2.0;2.0;4.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;79.0;58.0;8.0;8.0;66.0;1.0;0.0;1.0;2012;53.0;32.0;8.0;40.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;79.0;43.0;10.0;6.0;49.0;3.0;0.0;3.0;2012;67.0;33.0;9.0;42.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;79.0;1.0;45.0;3.0;4.0;0.0;0.0;0.0;2012;78.0;1.0;2.0;3.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;5.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;2012;8.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;59.0;44.0;5.0;6.0;50.0;1.0;0.0;1.0;2012;35.0;21.0;5.0;26.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;112.0;79.0;14.0;9.0;88.0;0.0;0.0;0.0;2012;111.0;59.0;20.0;79.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;26.0;18.0;2.0;2.0;20.0;0.0;1.0;1.0;2012;21.0;12.0;4.0;16.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;2.0;0.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;3.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;15.0;7.0;4.0;2.0;9.0;0.0;0.0;0.0;2012;10.0;1.0;2.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;5.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;1;BAC L;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;;;;;;;;;2012;7.0;4.0;1.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;329.0;258.0;36.0;26.0;284.0;3.0;0.0;3.0;2012;210.0;146.0;19.0;165.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;1;BAC L;R1;En retard d'un an;2;Femme;C;Assez bien;2014;81.0;45.0;25.0;15.0;60.0;1.0;3.0;4.0;2012;56.0;26.0;11.0;37.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;11.0;10.0;1.0;1.0;11.0;0.0;0.0;0.0;2012;13.0;8.0;1.0;9.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;19.0;8.0;7.0;2.0;10.0;0.0;0.0;0.0;2012;13.0;2.0;3.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R1;En retard d'un an;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;6.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;10.0;2.0;4.0;2.0;4.0;0.0;0.0;0.0;2012;16.0;4.0;1.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;8.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;3.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;3.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;4.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;5.0;2.0;3.0;2.0;4.0;0.0;0.0;0.0;2012;8.0;4.0;1.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;1;BAC L;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;143.0;45.0;53.0;27.0;72.0;1.0;1.0;2.0;2012;182.0;38.0;28.0;66.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;1;BAC L;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;10.0;7.0;3.0;3.0;10.0;0.0;0.0;0.0;2012;9.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R1;En retard d'un an;2;Femme;A;Très bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;36.0;23.0;4.0;2.0;25.0;1.0;0.0;1.0;2012;34.0;13.0;4.0;17.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;4.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;6;BAC professionnel;R4;Non pris en compte;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;9.0;3.0;2.0;0.0;3.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;154.0;20.0;61.0;18.0;38.0;1.0;1.0;2.0;2012;148.0;13.0;9.0;22.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;337.0;210.0;59.0;43.0;253.0;8.0;0.0;8.0;2012;427.0;223.0;68.0;291.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;91.0;29.0;21.0;9.0;38.0;2.0;0.0;2.0;2012;111.0;20.0;21.0;41.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;2;BAC ES;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;8.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;2012;13.0;0.0;2.0;2.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;3;BAC S;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;64.0;51.0;3.0;3.0;54.0;1.0;0.0;1.0;2012;48.0;36.0;2.0;38.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;244.0;161.0;42.0;31.0;192.0;4.0;0.0;4.0;2012;186.0;100.0;16.0;116.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;8.0;1.0;4.0;2.0;3.0;0.0;0.0;0.0;2012;7.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;76.0;2.0;33.0;2.0;4.0;0.0;0.0;0.0;2012;75.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;131.0;59.0;51.0;23.0;82.0;0.0;0.0;0.0;2012;91.0;25.0;19.0;44.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;31.0;9.0;16.0;7.0;16.0;0.0;1.0;1.0;2012;26.0;5.0;4.0;9.0
